Champions,SpellId,SpellName,SpellSlot,Airborne,ForcedAction,Root,Sleep,Stasis,Stun,Supression,Polymorph,Slow,Cripple,Ground,Kinematics,Nearsight,Silence,Drowsy,Blind,AutoTargeted,DirectionFixedDistance,LocationTargeted,UnitTargeted,MiniUnitTargeted,TerrainTargeted,Blink,Reset,Execute,Finisher,InvulnerabilityUntargetableVanished,BlockedByChampion,BlockedByMinion,BlocksAuto,BlocksProjectiles,MultipleCharges,MovementsBuff,PointAndClick,NormalShield,MagicShield,SpellShield,PhysicalShield,AutoReset,PhysicalDamage,MagicDamage,TrueDamage,Temp
Shaco,Deceive,Deceive,Q,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,
Shaco,JackInTheBox,Jack In The Box,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Shaco,TwoShivPoison,Two-Shiv Poison,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Shaco,HallucinateFull,Hallucinate,R,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,
Shen,Shen_Passive.png,Ki Barrier,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Shen,ShenQ,Twilight Assault,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Shen,ShenW,Spirit's Refuge,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Shen,ShenE,Shadow Dash,E,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,
Shen,ShenR,Stand United,R,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,
Shyvana,Shyvana_Passive.Shyvana_Rework.png,Scalemail,P,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Shyvana,ShyvanaQ,Emberstrike,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,
Shyvana,ShyvanaW,Inferno Aegis,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,
Shyvana,ShyvanaE,Molten Burst,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Shyvana,ShyvanaR,Dragon's Descent,R,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
Singed,Singed_Passive.png,Noxious Slipstream,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Singed,PoisonTrail,Poison Trail,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Singed,MegaAdhesive,Mega Adhesive,W,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singed,Fling,Fling,E,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Singed,InsanityPotion,Insanity Potion,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Sion,Sion_Passive1.png,Glory in Death,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sion,SionQ,Decimating Smash,Q,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Sion,SionW,Soul Furnace,W,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,
Sion,SionE,Roar of the Slayer,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Sion,SionR,Unstoppable Onslaught,R,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
Sivir,Sivir_Passive.png,Fleet of Foot,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Sivir,SivirQ,Boomerang Blade,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Sivir,SivirW,Ricochet,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
Sivir,SivirE,Spell Shield,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Sivir,SivirR,On The Hunt,R,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,
Skarner,Skarner_Passive.png,Threads of Vibration,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skarner,SkarnerQ,Shattered Earth / Upheaval,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,
Skarner,SkarnerW,Seismic Bastion,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,
Skarner,SkarnerE,Ixtal's Impact,E,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Skarner,SkarnerR,Impale,R,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Smolder,Icons_Smolder_Passive.png,Dragon Practice,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smolder,SmolderQ,Super Scorcher Breath,Q,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,1,1,
Smolder,SmolderW,Achooo!,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
Smolder,SmolderE,Flap,Flap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,
Smolder,SmolderR,MMOOOMMMM!,R,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Sona,Sona_Passive_Charged.png,Power Chord,P,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Sona,SonaQ,Hymn of Valor,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Sona,SonaW,Aria of Perseverance,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Sona,SonaE,Song of Celerity,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Sona,SonaR,Crescendo,R,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Soraka,Soraka_Passive.png,Salvation,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Soraka,SorakaQ,Starcall,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Soraka,SorakaW,Astral Infusion,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Soraka,SorakaE,Equinox,E,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Soraka,SorakaR,Wish,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swain,Swain_P.png,Ravenous Flock,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swain,SwainQ,Death's Hand,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Swain,SwainW,Vision of Empire,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Swain,SwainE,Nevermove,E,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Swain,SwainR,Demonic Ascension,R,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,
Sylas,SylasP.png,Petricite Burst,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylas,SylasQ,Chain Lash,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Sylas,SylasW,Kingslayer,W,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,
Sylas,SylasE,Abscond / Abduct,E,1,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,1,1,,,,,,,,,,,,1,,
Sylas,SylasR,Hijack,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Syndra,SyndraPassive.png,Transcendent,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndra,SyndraQ,Dark Sphere,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
Syndra,SyndraW,Force of Will,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,
Syndra,SyndraE,Scatter the Weak,E,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Syndra,SyndraR,Unleashed Power,R,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,
Tahm Kench,TahmKenchP.png,An Acquired Taste,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tahm Kench,TahmKenchQ,Tongue Lash,Q,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Tahm Kench,TahmKenchW,Abyssal Dive,W,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,
Tahm Kench,TahmKenchE,Thick Skin,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Tahm Kench,TahmKenchRWrapper,Devour,R,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,1,,
Taliyah,Taliyah_Passive.png,Rock Surfing,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Taliyah,TaliyahQ,Threaded Volley,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Taliyah,TaliyahWVC,Seismic Shove,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taliyah,TaliyahE,Unraveled Earth,E,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Taliyah,TaliyahR,Weaver's Wall,R,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Talon,TalonP.png,Blade's End,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talon,TalonQ,Noxian Diplomacy,Q,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,,
Talon,TalonW,Rake,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Talon,TalonE,Assassin's Path,E,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Talon,TalonR,Shadow Assault,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
Taric,Taric_Passive.png,Bravado,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taric,TaricQ,Starlight's Touch,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Taric,TaricW,Bastion,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Taric,TaricE,Dazzle,E,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Taric,TaricR,Cosmic Radiance,R,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Teemo,TeemoPassive.png,Guerrilla Warfare,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teemo,TeemoQ,Blinding Dart,Q,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,
Teemo,TeemoW,Move Quick,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Teemo,TeemoE,Toxic Shot,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Teemo,TeemoR,Noxious Trap,R,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
Thresh,Thresh_Passive.png,Damnation,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thresh,ThreshQ,Death Sentence,Q,1,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Thresh,ThreshW,Dark Passage,W,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
Thresh,ThreshE,Flay,E,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Thresh,ThreshRPenta,The Box,R,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Tristana,Tristana_Passive.png,Draw a Bead,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristana,TristanaQ,Rapid Fire,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristana,TristanaW,Rocket Jump,W,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,
Tristana,TristanaE,Explosive Charge,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,
Tristana,TristanaR,Buster Shot,R,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Trundle,Trundle_Passive.png,King's Tribute,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trundle,TrundleTrollSmash,Chomp,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
Trundle,trundledesecrate,Frozen Domain,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Trundle,TrundleCircle,Pillar of Ice,E,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trundle,TrundlePain,Subjugate,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Tryndamere,Tryndamere_Passive.png,Battle Fury,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tryndamere,TryndamereQ,Bloodlust,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tryndamere,TryndamereW,Mocking Shout,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tryndamere,TryndamereE,Spinning Slash,E,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,
Tryndamere,UndyingRage,Undying Rage,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twisted Fate,Cardmaster_SealFate.png,Loaded Dice,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twisted Fate,WildCards,Wild Cards,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Twisted Fate,PickACard,Pick a Card,W,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
Twisted Fate,CardmasterStack,Stacked Deck,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Twisted Fate,Destiny,Destiny,R,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Twitch,Twitch_Passive.png,Deadly Venom,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitch,TwitchHideInShadows,Ambush,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Twitch,TwitchVenomCask,Venom Cask,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitch,TwitchExpunge,Contaminate,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
Twitch,TwitchFullAutomatic,Spray and Pray,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udyr,Udyr_P.png,Bridge Between,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udyr,UdyrQ,Wilding Claw,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
Udyr,UdyrW,Iron Mantle,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Udyr,UdyrE,Blazing Stampede,E,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,
Udyr,UdyrR,Wingborne Storm,R,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Urgot,Urgot_Passive.png,Echoing Flames,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urgot,UrgotQ,Corrosive Charge,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Urgot,UrgotW,Purge,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Urgot,UrgotE,Disdain,E,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,
Urgot,UrgotR,Fear Beyond Death,R,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,
Varus,VarusPassive.png,Living Vengeance,P,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Varus,VarusQ,Piercing Arrow,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Varus,VarusW,Blighted Quiver,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Varus,VarusE,Hail of Arrows,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Varus,VarusR,Chain of Corruption,R,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,
Vayne,Vayne_NightHunter.png,Night Hunter,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Vayne,VayneTumble,Tumble,Q,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,
Vayne,VayneSilveredBolts,Silver Bolts,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Vayne,VayneCondemn,Condemn,E,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,
Vayne,VayneInquisition,Final Hour,R,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,
Veigar,VeigarEntropy.png,Phenomenal Evil Power,P,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Veigar,VeigarBalefulStrike,Baleful Strike,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Veigar,VeigarDarkMatter,Dark Matter,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Veigar,VeigarEventHorizon,Event Horizon,E,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veigar,VeigarR,Primordial Burst,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Vel'Koz,VelKoz_Passive.png,Organic Deconstruction,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vel'Koz,VelkozQ,Plasma Fission,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Vel'Koz,VelkozW,Void Rift,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
Vel'Koz,VelkozE,Tectonic Disruption,E,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Vel'Koz,VelkozR,Life Form Disintegration Ray,R,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
Vex,Icons_Vex_Passive.png,Doom 'n Gloom,P,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vex,VexQ,Mistral Bolt,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Vex,VexW,Personal Space,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,
Vex,VexE,Looming Darkness,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Vex,VexR,Shadow Surge,R,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,1,,
Vi,ViPassive.png,Blast Shield,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Vi,ViQ,Vault Breaker,Q,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,
Vi,ViW,Denting Blows,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Vi,ViE,Relentless Force,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,
Vi,ViR,Cease and Desist,R,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,
Viego,Viego_Passive.png,Sovereign's Domination,P,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,1,,,,,,,,,,
Viego,ViegoQ,Blade of the Ruined King,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Viego,ViegoW,Spectral Maw,W,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,1,,1,,
Viego,ViegoE,Harrowed Path,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Viego,ViegoR,Heartbreaker,R,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,
Viktor,Viktor_Passive.png,Glorious Evolution,P,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Viktor,ViktorQ,Siphon Power,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,,
Viktor,ViktorW,Gravity Field,W,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viktor,ViktorE,Hextech Ray,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Viktor,ViktorR,Arcane Storm,R,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,
Vladimir,VladimirP.png,Crimson Pact,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladimir,VladimirQ,Transfusion,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,
Vladimir,VladimirSanguinePool,Sanguine Pool,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,
Vladimir,VladimirE,Tides of Blood,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Vladimir,VladimirHemoplague,Hemoplague,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Volibear,Volibear_Icon_P.png,The Relentless Storm,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volibear,VolibearQ,Thundering Smash,Q,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,1,,,
Volibear,VolibearW,Frenzied Maul,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,
Volibear,VolibearE,Sky Splitter,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,
Volibear,VolibearR,Stormbringer,R,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,
Warwick,WarwickP.png,Eternal Hunger,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warwick,WarwickQ,Jaws of the Beast,Q,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Warwick,WarwickW,Blood Hunt,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Warwick,WarwickE,Primal Howl,E,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warwick,WarwickR,Infinite Duress,R,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,
Wukong,MonkeyKingStoneSkin.png,Stone Skin,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wukong,MonkeyKingDoubleAttack,Crushing Blow,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
Wukong,MonkeyKingDecoy,Warrior Trickster,W,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Wukong,MonkeyKingNimbus,Nimbus Strike,E,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,
Wukong,MonkeyKingSpinToWin,Cyclone,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
Xayah,XayahPassive.png,Clean Cuts,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xayah,XayahQ,Double Daggers,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Xayah,XayahW,Deadly Plumage,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Xayah,XayahE,Bladecaller,E,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Xayah,XayahR,Featherstorm,R,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,
Xerath,Xerath_Passive1.png,Mana Surge,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xerath,XerathArcanopulseChargeUp,Arcanopulse,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Xerath,XerathArcaneBarrage2,Eye of Destruction,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Xerath,XerathMageSpear,Shocking Orb,E,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Xerath,XerathLocusOfPower2,Rite of the Arcane,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
Xin Zhao,XinZhaoReworkP.png,Determination,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin Zhao,XinZhaoQ,Three Talon Strike,Q,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
